"Person H-ID"	"Person Record Title"	"Family name"	"Given name(s)"	"Alternate name(s) / title(s)"	Gender	"Short description"	Note	"Index reference"	"CartulR Entity ID"	IndexFontenay	"Related Person(s)"	Honorific	"Cause of death"	"Person type"	"Person role"	"Birth date"	"Birth date (temporal)"	"Country of birth"	"Death date"	"Death date (temporal)"	"Country of death"	"Place of death"	"Place of death Record Title"	"Place of death H-ID"	"Place of death Record Title"	"Cause of death"	"date from"	"date from (temporal)"	"date to"	"date to (temporal)"
83582	Jean	Jean				"comte de Forez"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e250645																						
83583	Jean	Jean				"comte de Hainaut et de Hollande"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e250672																						
83584	"Jean II"	"Jean II"				"comte de Joigny"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e250693																						
83585	Jean	Jean				"comte de Mortain"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e250720																						
83586	"Arnaud de Proboleno"	"Arnaud de Proboleno"		"Arnaldus de Proboleno"		"Arnaldus de Proboleno, bourgeois de Cahors"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e142330|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e141831																						
83587	Jean	Jean				"comte de Namur"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e250735																						
83588	"Jean V"	"Jean V"				"comte de Roucy"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e250746																						
83589	Jean	Jean				"comte de Salm"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e250768																						
83590	Jean	Jean				"comte de Soissons"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e250783																						
83591	"Jean II"	"Jean II"				"dauphin de Viennois, comte d'Albon et seigneur de La Tour-du-Pin"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e250794																						
83592	Jean	Jean				"doyen de l'église de Nevers"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e250825																						
83593	"Jean Ier (sic) de Bretagne"	"Jean Ier (sic) de Bretagne"				"duc (sic) de Bretagne"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e250840																						
83594	"Jean II"	"Jean II"				"duc de Bretagne"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e250855																						
83595	"Jean III"	"Jean III"		"Jean de Bretagne"		"duc de Bretagne, fils aîné du duc Arthur II"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e250871|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e252723																						
83596	Jean	Jean				"évêque de Châlons-sur-Marne"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e250903																						
83597	"Arnaud de Resenso"	"Arnaud de Resenso"				"de Pavie"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e142364																						
83598	Jean	Jean				"fils d'Adam de Luquy"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e250914																						
83599	Jean	Jean				"fils d'Agnès, dame de Coucy"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e250929																						
83600	Jean	Jean				"fils d'Arthur II, duc de Bretagne"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e250944																						
83601	Jean	Jean				"fils de Barthélemi Michel et boucher de Saint-Antonin"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e250955																						
83602	Jean	Jean				"fils de Baudouin de La Croix"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e250971																						
83603	Jean	Jean				"fils de Geoffroi de Chaillouel"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e250986																						
83604	Jean	Jean				"fils de Jean de Grignon"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e250997																						
83605	Jean	Jean				"fils de Jean d'Outre-Lys"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e251012																						
83606	Jean	Jean				"fils (naturel) de Mahaut, femme de Michaud le Harechier"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e251027																						
83607	Jean	Jean				"fils de Pierre Adounart le jeune et d'Eudeline"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e251042																						
83608	"Arnaud de Viviers"	"Arnaud de Viviers"				"ses héritiers"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e142379																						
83609	Jean	Jean				"fils de Pierre Marcel"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e251058																						
83610	Jean	Jean				"frère de Guillaume le Gruyer, demeurant à Mareuil"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e251073																						
83611	Jean	Jean				"frère de Perrinet de Cherelles"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e251088																						
83612	Jean	Jean				"oncle d'Aluïs, Isabelle et Jorette"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e251103																						
83613	"Jean (Me)"	"Jean (Me)"				"pénitencier de l'église de Beau. vais"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e251118																						
83614	Jean	Jean				"seigneur de Bailleul"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e251133																						
83615	"Jean Ier"	"Jean Ier"				"seigneur de Beaumanoir"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e251145																						
83616	Jean	Jean				"seigneur de Bourron"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e251160																						
83617	Jean	Jean				"seigneur de Cerny-lès-Bucy, chevalier"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e251171																						
83618	Jean	Jean				"seigneur de Chantilly, chevalier"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e251186																						
83619	"Arnaud du Périé"	"Arnaud du Périé"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e142394																						
83620	"Jean Ier (jadis) seigneur de Châteauvillain"	"Jean Ier (jadis) seigneur de Châteauvillain"				"(jadis) seigneur de Châteauvillain"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e251201																						
83621	Jean	Jean				"seigneur de Châteauvillain"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e251219																						
83622	Jean	Jean				"seigneur de Courlandon"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e251231																						
83623	Jean	Jean				"seigneur de Ghistelles, chevalier du roi"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e251246																						
83624	Jean	Jean				"seigneur de Lafauche, chevalier"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e251261																						
83625	Jean	Jean				"seigneur de La Rivière"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e251279																						
83626	Jean	Jean				"seigneur de Miannay, chevalier"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e251294																						
83627	Jean	Jean				"seigneur de Muret"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e251309																						
83628	Jean	Jean				"seigneur de Picquigny et vidame d'Amiens, enquêteur-réformateur"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e251325																						
83629	Jean	Jean				"seigneur de Pomponne"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e251340																						
83630	"Arnaud-Bernard de Pressac"	"Arnaud-Bernard de Pressac"		Soudan		"dit Soudan"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e142599																						
83631	Jean	Jean				"seigneur de Puisaye"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e251351																						
83632	Jean	Jean				"seigneur de Renneval"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e251362																						
83633	Jean	Jean				"seigneur de Saint-Laurent-de-Mure"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e251373																						
83634	Jean	Jean				"seigneur de Vaucelles, chevalier, bailli de Touraine ou de Tours"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e251388																						
83635	Jean	Jean				"seigneur de Vismes, chevalier"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e251407																						
83636	Jean	Jean				"seigneur de Walincourt et de Cysoing"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e251422																						
83637	Jean	Jean				"seigneur d'Harcourt"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e251433																						
83638	Jean	Jean				"seigneur d'Haverskerque, chevalier"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e251444																						
83639	Jean	Jean				"seigneur d'Ormoy"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e251459																						
83640	Jean	Jean				"seigneur du Châtel de Nangis"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e251474																						
83641	"Adam de Villiers"	"Adam de Villiers"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e132865																						
83642	"Arnaud-Garcie de Got"	"Arnaud-Garcie de Got"		"Arnaud-Garsie de Got"		"vicomte de Lomagne et d'Auvillar"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e142614																						
83643	Jean	Jean				"sire de ..., v. Jean, seigneur de..."		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e251486																						
83644	Jean	Jean				"vicomte de Thouars"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e251497																						
83645	Jean	Jean				"vidame d'Amiens"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e251515																						
83646	Jean	Jean				"vidame de Châlons-sur-Marne, chevalier"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e251526																						
83647	"Jean aux Orées"	"Jean aux Orées"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e251608																						
83648	"Jean d'Acy"	"Jean d'Acy"				"notaire du roi"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e252044																						
83649	"Jean d'Agonel"	"Jean d'Agonel"				"chevalier, jadis verdier de la forêt de Bray"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e252055																						
83650	"Jean d'Allemant"	"Jean d'Allemant"				"bourgeois de Sens, sa femme"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e252070																						
83651	"Jean d'Arrabloy"	"Jean d'Arrabloy"				"chevalier du roi, sénéchal de Périgord et Quercy"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e252085																						
83652	"Jean d'Asnières"	"Jean d'Asnières"				"garde de la prévôté d'Orléans"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e252135																						
83653	"Arnaud-Guilhem de Béarn"	"Arnaud-Guilhem de Béarn"				"seigneur de Lescun, donzel"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e142648																						
83654	"Jean d'Aubière (Me)"	"Jean d'Aubière (Me)"				légiste		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e252157																						
83655	"Jean d'Auxy"	"Jean d'Auxy"				"chantre d'Orléans"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e252201																						
83656	"Jean d'Auxy"	"Jean d'Auxy"				"chantre d'Orléans, et commissaire aux francs-fiefs et nouveaux acquêts, enquêteur-réformateur"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e252213																						
83657	"Jean d'Avranches"	"Jean d'Avranches"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e252247																						
83658	"Jean de Aiusaco"	"Jean de Aiusaco"				"notaire royal"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e252262																						
83659	"Jean de Bailleul"	"Jean de Bailleul"				"chevalier, seigneur du lieu"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e252305																						
83660	"Jean de Bar"	"Jean de Bar"				"sire de Puisaye"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e252320																						
83661	"Jean de Barentin"	"Jean de Barentin"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e252353																						
83662	"Jean de Bayeux"	"Jean de Bayeux"				"archevêque de Rouen"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e252368																						
83663	"Jean IV de Beaumont"	"Jean IV de Beaumont"				"chevalier du roi"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e252383																						
83664	"Arnaud-Raimond du Soler"	"Arnaud-Raimond du Soler"		"Arnaud-Raimond Soley|Arnaud-Raimond Delsoler"		"panetier du roi"	"ou Soley ou Delsoler"	Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e142663																						
83665	"Jean de Beaune"	"Jean de Beaune"				"sa fille"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e252398																						
83666	"Jean de Beauvoisin"	"Jean de Beauvoisin"				"bailli de Crécy-en-Brie"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e252414																						
83667	"Jean de Béthencourt"	"Jean de Béthencourt"				écuyer		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e252444																						
83668	"Jean de Blainville"	"Jean de Blainville"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e252462																						
83669	"Jean de Bois-Garnier"	"Jean de Bois-Garnier"				vavasseur		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e252473																						
83670	"Jean de Bosco"	"Jean de Bosco"				"jadis sergent et garde de bois dans le bailliage de Tours"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e252488																						
83671	"Jean de Bouilly"	"Jean de Bouilly"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e252503																						
83672	"Jean de Bourbon"	"Jean de Bourbon"				"fils de Robert de Clermont"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e252515																						
83673	"Jean de Bourbon"	"Jean de Bourbon"				"fils de feu Hugues IV, duc de Bourgogne, sa fille"	"sire du lieu"	Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e252530																						
83674	"Jean de Bourgogne"	"Jean de Bourgogne"				"frère d'Othon IV, comte de Bourgogne"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e252545																						
83675	Arnoul	Arnoul				"abbé de Saint-Quentin-en-l'Ile"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e142694																						
83676	"Jean de Bourron"	"Jean de Bourron"				"écuyer, sire du lieu"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e252560																						
83677	"Jean IV de Bouville"	"Jean IV de Bouville"				"fils aîné d'Hugues II, seigneur de Milly et chambellan du roi"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e252578																						
83678	"Jean de Bouville"	"Jean de Bouville"				"dit de Navarre, fils mineur de Hugues II"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e252608																						
83679	"Jean de Bouzonville"	"Jean de Bouzonville"				"chevalier du roi"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e252627																						
83680	"Jean de Boves"	"Jean de Boves"				"homme de corps de la trésorerie de Laon"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e252642																						
83681	"Jean de Brabant"	"Jean de Brabant"				"chevalier, seigneur de Vierzon"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e252657																						
83682	"Jean de Brandes"	"Jean de Brandes"				"flamand, son fils"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e252672																						
83683	"Jean de Bretagne (duc)"	"Jean de Bretagne (duc)"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e252687																						
83684	"Jean de Bretagne"	"Jean de Bretagne"				"comte de Richmond"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e252698																						
83686	"Arnoul de Mortagne"	"Arnoul de Mortagne"				"prévôt de Cambrai"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e142709																						
83687	"Jean de Bretteville"	"Jean de Bretteville"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e252761																						
83688	"Jean de Campagne"	"Jean de Campagne"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e252776																						
83689	"Jean d'Écajeul"	"Jean d'Écajeul"				"chevalier du roi"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e252791																						
83690	"Jean de Canteloup"	"Jean de Canteloup"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e252806																						
83691	"Jean de Cartiers"	"Jean de Cartiers"				"Quartiers, archiprêtre de La Rochelle, commissaire d'Hugues de La Celle"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e252833																						
83692	"Jean de Chaillouel"	"Jean de Chaillouel"				justicié		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e252855																						
83693	"Jean Ier de Chalon"	"Jean Ier de Chalon"				chevalier		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e252870																						
83694	"Jean II de Chalon"	"Jean II de Chalon"		"Johannes de Cabilone"		"comte d'Auxerre et seigneur de Rochefort, Johannes de Cabilone"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e252885																						
83695	"Jean de Chalon"	"Jean de Chalon"				"sire d'Arlay et de Nesle, chevalier du roi"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e252909																						
83696	"Jean de Chambly"	"Jean de Chambly"				"jadis chevalier du roi"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e252955																						
83697	"Arnoul de Quinquempoix (Me)"	"Arnoul de Quinquempoix (Me)"				"médecin du roi"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e142724																						
83698	"Jean II de Chambly"	"Jean II de Chambly"				"chevalier du roi"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e252970																						
83699	"Jean de Chambly"	"Jean de Chambly"				"frère de Pierre VII de Chambly"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e252986																						
83700	"Jean de Champlay"	"Jean de Champlay"				chevalier		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e253001																						
83701	"Jean de Champs"	"Jean de Champs"				"chevalier du roi"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e253016																						
83702	"Jean de Charry"	"Jean de Charry"				"damoiseau, paroissien d'Huez puis de Saxi-Bourdon"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e253031																						
83703	"Jean de Châteauvillain"	"Jean de Châteauvillain"				"évêque de Châlons-sur-Marne"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e253046																						
83704	"Jean II de Châteauvillain"	"Jean II de Châteauvillain"				"seigneur du lieu, sa veuve et ses enfants mineurs"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e253067																						
83705	"Jean III de Châteauvillain"	"Jean III de Châteauvillain"				"fils du précédent"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e253086																						
83706	"Jean de Châtillon"	"Jean de Châtillon"				"fils de Gaucher II de Châtillon"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e253104																						
83707	"Jean de Chavençon"	"Jean de Chavençon"				"échanson du roi"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e253134																						
83708	"Arnoul du Bois"	"Arnoul du Bois"				"valet du roi"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e142739																						
83709	"Jean de Chelles"	"Jean de Chelles"				chevalier		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e253152																						
83710	"Jean de Chenou"	"Jean de Chenou"				"docteur ès lois, clerc du roi, juge royal de Béziers"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e253167																						
83711	"Jean de Chevresis"	"Jean de Chevresis"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e253203																						
83712	"Jean de Chevry"	"Jean de Chevry"				"évêque de Carcassonne"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e253231																						
83713	"Jean de Clermont"	"Jean de Clermont"				"notaire du roi"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e253246																						
83714	"Jean de Comines"	"Jean de Comines"				"évêque du Puy"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e253257																						
83715	"Jean de Commenchon"	"Jean de Commenchon"				chevalier		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e253275																						
83716	"Jean de Concressault"	"Jean de Concressault"				écuyer		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e253290																						
83717	"Jean de Corrobert"	"Jean de Corrobert"				chevalier		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e253305																						
83718	"Jean de Coucy ou de Vervins"	"Jean de Coucy ou de Vervins"				"écuyer, sire de Bosmont"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e253321																						
83719	Arnoulet	Arnoulet				"assassin de Trenchet de Jouy"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e142754																						
83720	"Jean de Courcelles"	"Jean de Courcelles"				chevalier		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e253336																						
83721	"Jean de Courpalay"	"Jean de Courpalay"				chevalier		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e253351																						
83722	"Jean de Crèches"	"Jean de Crèches"				"chanoine de Mâcon"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e253369																						
83723	"Jean de Crépy"	"Jean de Crépy"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e253384																						
83724	"Jean de Crépy (Me)"	"Jean de Crépy (Me)"				"magister Johannes de Crispeio, clerc du roi, chanoine de Senlis"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e253399																						
83725	"Jean de Crouzols"	"Jean de Crouzols"				"de Figeac, et son fils Jean de Crouzols"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e253582																						
83726	"Jean d'Écuelles"	"Jean d'Écuelles"				écuyer		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e253597																						
83727	"Jean de Dammartin (Me)"	"Jean de Dammartin (Me)"				"chanoine de Chartres, clerc du roi"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e253612																						
83728	"Jean de Dampierre"	"Jean de Dampierre"				"procureur des marchands de poisson de mar"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e253627																						
83729	"Jean de Dicy"	"Jean de Dicy"				"garde du sceau de la prévôté de Sens"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e253645																						
83730	Arnoulet	Arnoulet				"valet des nappes du roi"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e142770																						
83731	"Jean de Digny"	"Jean de Digny"				chevalier		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e253660																						
83732	"Jean de Dijon (Me)"	"Jean de Dijon (Me)"		"J. de Dyvione (magister)"		"magister J. de Dyvione, clerc du roi, chanoine de Meaux et de Sens"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e253676																						
83733	"Jean de Domno Martino"	"Jean de Domno Martino"				"maître-clerc des Comptes"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e253724																						
83734	"Jean de Doys"	"Jean de Doys"				"valet du roi, prévôt d'Angoulême"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e253735																						
83735	"Jean de Faget"	"Jean de Faget"				"recteur de l'église d'Ondes"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e253750																						
83736	"Jean de Fallencione"	"Jean de Fallencione"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e253765																						
83737	"Jean IV de Falvy"	"Jean IV de Falvy"				chevalier		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e253780																						
83738	"Jean V de Falvy"	"Jean V de Falvy"				écuyer		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e253796																						
83739	"Jean de Faucogney"	"Jean de Faucogney"				"clerc du diocèse de Besançon"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e253829																						
83740	"Jean de Félines"	"Jean de Félines"				"notaire de l'empereur et de l'évêque de Mende"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e253844																						
83741	"Jacques Arqueiatoris"	"Jacques Arqueiatoris"				"drapier du Bourg de Narbonne"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e142829																						
83742	"Jean de Ferrette"	"Jean de Ferrette"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e253859																						
83743	"Jean de Ferrières"	"Jean de Ferrières"				"sénéchal de Gascogne, chevalier"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e253874																						
83744	"Jean de Fismes"	"Jean de Fismes"				"curé de Chéry"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e253908																						
83745	"Jean de Flandre"	"Jean de Flandre"				"comte de Namur"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e253924																						
83746	"Jean de Flandre"	"Jean de Flandre"				"fils aîné d'Alice de Clermont"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e253945																						
83747	"Jean de Fontaines (Me)"	"Jean de Fontaines (Me)"				"doyen de Cassel, clerc du roi"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e253966																						
83748	"Jean de Foresta"	"Jean de Foresta"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e253984																						
83749	"Jean de Forêt"	"Jean de Forêt"				"clerc du Roi"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e253999																						
83750	"Jean de Forgettes (Me)"	"Jean de Forgettes (Me)"				"archidiacre de Brioude"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e254014																						
83751	"Jean II de Gaillon"	"Jean II de Gaillon"				"chevalier du roi"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e254048																						
83752	Adèle	Adèle				"femme de Jean d'Allemant"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e132974																						
83753	"Jean Arquier (Me)"	"Jean Arquier (Me)"				"notaire de Carcassonne"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e142893																						
83754	"Jean de Garlande"	"Jean de Garlande"				écuyer		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e254063																						
83755	"Jean de Gaudry"	"Jean de Gaudry"				"écuyer banni du royaume"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e254078																						
83756	"Jean de Grandpré (frère)"	"Jean de Grandpré (frère)"				"aumônier du roi"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e254099																						
83757	"Jean de Grasse (Me)"	"Jean de Grasse (Me)"				clerc		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e254144																						
83758	"Jean de Grez"	"Jean de Grez"		"Johannes de Gressibus"		"Johannes de Gressibus, chevalier du roi, maréchal de France"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e254160																						
83759	"Jean de Grignon"	"Jean de Grignon"				"sa veuve et son fils"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e254209																						
83760	"Jean de Grilly"	"Jean de Grilly"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e254224																						
83761	"Jean de Guînes"	"Jean de Guînes"				"chevalier, vicomte de Meaux et sire de La Ferté-Gaucher et de La Ferté-Ancoul"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e254239																						
